kode_mk,nama_mk,prodi,prioritas,berminat,dosen_id,dosen_list,jenis,ruang,waktu
CIS62125,GeoInformasi Lanjut,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",87.0,['87.0'],reguler,F3.12,Jumat_17:00-17:50
CIS62126,Evaluasi Pengalaman dan Antarmuka Pengguna,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",45.0,['45.0'],reguler,F3.8,Selasa_15:20-16:10
CIS62126,Evaluasi Pengalaman dan Antarmuka Pengguna,Sistem Informasi,1,"Pengelola, Pengampu",4.0,['4.0'],reguler,F4.4,Selasa_15:20-16:10
CIS62126,Evaluasi Pengalaman dan Antarmuka Pengguna,Sistem Informasi,1,"Pengelola, Pengampu",12.0,['12.0'],reguler,F3.10,Senin_11:10-12:00
CIS62126,Evaluasi Pengalaman dan Antarmuka Pengguna,Sistem Informasi,1,"Pengelola, Pengampu",16.0,['16.0'],reguler,F4.2,Selasa_12:00-12:50
CIS62126,Evaluasi Pengalaman dan Antarmuka Pengguna,Sistem Informasi,1,"Pengelola, Pengampu",47.0,['47.0'],reguler,F11.3,Selasa_13:40-14:30
CIS62126,Evaluasi Pengalaman dan Antarmuka Pengguna,Sistem Informasi,1,"Pengelola, Pengampu",55.0,['55.0'],reguler,F3.2,Kamis_11:10-12:00
CIS62126,Evaluasi Pengalaman dan Antarmuka Pengguna,Sistem Informasi,1,"Pengelola, Pengampu",62.0,['62.0'],reguler,F4.9,Rabu_14:30-15:20
CIS62126,Evaluasi Pengalaman dan Antarmuka Pengguna,Sistem Informasi,1,Pengampu,60.0,['60.0'],reguler,F3.5a,Jumat_09:30-10:20
CIS62126,Evaluasi Pengalaman dan Antarmuka Pengguna,Sistem Informasi,1,Pengampu,83.0,['83.0'],reguler,F4.3,Kamis_12:50-13:40
CIS62126,Evaluasi Pengalaman dan Antarmuka Pengguna,Sistem Informasi,1,Pengampu,87.0,['87.0'],reguler,F2.1,Kamis_08:40-09:30
COM60014,Pemrograman Dasar,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",47.0,['47.0'],reguler,F4.12,Senin_13:40-14:30
COM60014,Pemrograman Dasar,Sistem Informasi,1,"Pengelola, Pengampu",4.0,['4.0'],reguler,F3.2,Senin_14:30-15:20
COM60014,Pemrograman Dasar,Sistem Informasi,1,Pengampu,31.0,['31.0'],reguler,F4.2,Senin_09:30-10:20
COM60014,Pemrograman Dasar,Sistem Informasi,1,Pengampu,67.0,['67.0'],reguler,F4.10,Selasa_07:00-07:50
COM60014,Pemrograman Dasar,Sistem Informasi,1,Pengampu,76.0,['76.0'],reguler,F3.16,Jumat_17:50-18:40
COM60014,Pemrograman Dasar,Sistem Informasi,1,Pengampu,82.0,['82.0'],reguler,F11.3,Senin_07:50-08:40
COM60014,Pemrograman Dasar,Sistem Informasi,1,Pengampu,87.0,['87.0'],reguler,F3.14,Selasa_10:20-11:10
COM60014,Pemrograman Dasar,Sistem Informasi,1,Pengampu,91.0,['91.0'],reguler,F3.18,Rabu_09:30-10:20
COM60014,Pemrograman Dasar,Sistem Informasi,2,Pengampu,23.0,['23.0'],reguler,F3.13,Rabu_17:50-18:40
COM60015,Matematika Diskret,Sistem Informasi,1,Pengampu,100.0,['100.0'],reguler,F4.5,Kamis_11:10-12:00
COM60015,Matematika Diskret,Sistem Informasi,2,Pengampu,103.0,['103.0'],reguler,F4.12,Selasa_17:00-17:50
COM60016,Pengantar Keilmuan Komputer,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",47.0,['47.0'],reguler,F3.14,Jumat_12:50-13:40
COM60016,Pengantar Keilmuan Komputer,Sistem Informasi,1,"Pengelola, Pengampu",4.0,['4.0'],reguler,F4.10,Selasa_07:50-08:40
COM60016,Pengantar Keilmuan Komputer,Sistem Informasi,1,"Pengelola, Pengampu",108.0,['108.0'],reguler,F4.9,Jumat_08:40-09:30
